trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
582,False,"{'a': 0.5, 'e': 0.95}",20,0,-32.59624592238416,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
583,False,"{'a': 0.5, 'e': 0.95}",20,0,-100.756818513797,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
584,False,"{'a': 0.5, 'e': 0.95}",25,0,-62.813089203847824,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
585,False,"{'a': 0.5, 'e': 0.95}",20,0,-65.08156005763765,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
586,False,"{'a': 0.5, 'e': 0.95}",30,0,-155.83892757018899,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
587,False,"{'a': 0.5, 'e': 0.95}",20,0,-118.99251974462928,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
588,False,"{'a': 0.5, 'e': 0.95}",20,0,-155.7777515616004,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
589,False,"{'a': 0.5, 'e': 0.95}",20,0,-103.53547255427462,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
590,False,"{'a': 0.5, 'e': 0.95}",35,5,-221.31399657007552,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 4}",1
591,False,"{'a': 0.5, 'e': 0.95}",20,0,-120.37906993640335,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
592,False,"{'a': 0.5, 'e': 0.95}",35,2,-124.98738467127032,"{0: 22, 1: 0, 2: 9, 3: 1, 4: 1}",1
593,False,"{'a': 0.5, 'e': 0.95}",20,0,-117.70131358570059,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
594,False,"{'a': 0.5, 'e': 0.95}",25,0,-111.89939279464181,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
595,False,"{'a': 0.5, 'e': 0.95}",25,0,-192.98235511373525,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
596,False,"{'a': 0.5, 'e': 0.95}",20,0,-78.8286358518325,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
597,False,"{'a': 0.5, 'e': 0.95}",25,3,-58.28156097043089,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
598,False,"{'a': 0.5, 'e': 0.95}",30,0,-142.1937984633337,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
599,False,"{'a': 0.5, 'e': 0.95}",20,0,-128.85567172061434,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
600,False,"{'a': 0.5, 'e': 0.95}",25,0,-134.67198336598244,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
601,False,"{'a': 0.5, 'e': 0.95}",25,0,-136.92253082077804,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
602,False,"{'a': 0.5, 'e': 0.95}",20,0,-142.62780970282586,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
603,False,"{'a': 0.5, 'e': 0.95}",20,0,-27.171494872614268,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
604,False,"{'a': 0.5, 'e': 0.95}",20,0,-131.01756668929397,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
605,False,"{'a': 0.5, 'e': 0.95}",20,0,-86.28715467060724,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
606,False,"{'a': 0.5, 'e': 0.95}",30,18,-10.330890372493556,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.95}",25,0,-85.32915542144391,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
608,False,"{'a': 0.5, 'e': 0.95}",20,0,-28.383641187446344,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
609,False,"{'a': 0.5, 'e': 0.95}",35,0,-57.19585372591433,"{0: 26, 1: 4, 2: 3, 3: 2, 4: 0}",0
610,False,"{'a': 0.5, 'e': 0.95}",20,7,-47.64705837122396,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
611,False,"{'a': 0.5, 'e': 0.95}",25,0,-168.21244361107304,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
612,False,"{'a': 0.5, 'e': 0.95}",20,0,-114.85383125440264,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
613,False,"{'a': 0.5, 'e': 0.95}",20,0,-132.9955364322464,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
614,False,"{'a': 0.5, 'e': 0.95}",25,10,-49.60599199098551,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 1}",1
615,False,"{'a': 0.5, 'e': 0.95}",25,0,-62.10463890772097,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
616,False,"{'a': 0.5, 'e': 0.95}",20,0,-146.5751376709856,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
617,False,"{'a': 0.5, 'e': 0.95}",25,0,-119.62172488735469,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
618,False,"{'a': 0.5, 'e': 0.95}",30,0,-157.99329942161503,"{0: 13, 1: 3, 2: 12, 3: 2, 4: 0}",0
619,False,"{'a': 0.5, 'e': 0.95}",35,0,-166.33134806191362,"{0: 23, 1: 4, 2: 4, 3: 1, 4: 3}",0
620,False,"{'a': 0.5, 'e': 0.95}",25,0,-135.1423180885016,"{0: 15, 1: 3, 2: 3, 3: 3, 4: 1}",0
621,False,"{'a': 0.5, 'e': 0.95}",20,0,-82.03045481448567,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
622,False,"{'a': 0.5, 'e': 0.95}",30,18,-57.284548149372775,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
623,False,"{'a': 0.5, 'e': 0.95}",20,0,-51.27605644156386,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
624,False,"{'a': 0.5, 'e': 0.95}",25,0,-136.4763995093107,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
625,False,"{'a': 0.5, 'e': 0.95}",35,15,-117.95706934893943,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",1
626,False,"{'a': 0.5, 'e': 0.95}",25,0,-98.70648360773939,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
627,False,"{'a': 0.5, 'e': 0.95}",35,0,-112.98443096891245,"{0: 27, 1: 2, 2: 3, 3: 1, 4: 2}",0
628,False,"{'a': 0.5, 'e': 0.95}",30,0,-80.58117601032751,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
629,False,"{'a': 0.5, 'e': 0.95}",20,0,-99.3733589110872,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
630,False,"{'a': 0.5, 'e': 0.95}",20,0,-31.293662459068333,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
631,False,"{'a': 0.5, 'e': 0.95}",25,8,-27.96914306479375,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.95}",20,0,-86.63982048247898,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
633,False,"{'a': 0.5, 'e': 0.95}",20,1,-182.2002709360414,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 3}",1
634,False,"{'a': 0.5, 'e': 0.95}",25,0,-91.72396198544453,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
635,False,"{'a': 0.5, 'e': 0.95}",30,12,-68.41090542784467,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
636,False,"{'a': 0.5, 'e': 0.95}",20,0,-30.695017667566223,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
637,False,"{'a': 0.5, 'e': 0.95}",20,4,-26.75476511091593,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.95}",25,2,-209.6956658428191,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 3}",1
639,False,"{'a': 0.5, 'e': 0.95}",20,4,-139.88962844945777,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 3}",1
640,False,"{'a': 0.5, 'e': 0.95}",30,0,-110.01234687400613,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
641,False,"{'a': 0.5, 'e': 0.95}",20,0,-24.322090152069773,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
642,False,"{'a': 0.5, 'e': 0.95}",25,0,-141.6226364832841,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
643,False,"{'a': 0.5, 'e': 0.95}",25,0,-79.91020069239663,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
644,False,"{'a': 0.5, 'e': 0.95}",20,0,-70.53907093607907,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
645,False,"{'a': 0.5, 'e': 0.95}",30,0,-190.39116342335174,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
646,False,"{'a': 0.5, 'e': 0.95}",25,13,-107.00454377819557,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 2}",1
647,False,"{'a': 0.5, 'e': 0.95}",25,0,-166.6955106256554,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
648,False,"{'a': 0.5, 'e': 0.95}",25,0,-176.12020278006798,"{0: 11, 1: 2, 2: 10, 3: 0, 4: 2}",0
649,False,"{'a': 0.5, 'e': 0.95}",20,0,-90.97915308222218,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
650,False,"{'a': 0.5, 'e': 0.95}",20,0,-85.29134256739526,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
651,False,"{'a': 0.5, 'e': 0.95}",20,0,-132.24384053363823,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
652,False,"{'a': 0.5, 'e': 0.95}",20,0,-56.078547837094355,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
653,False,"{'a': 0.5, 'e': 0.95}",25,18,-11.841504304770499,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.95}",25,12,-4.581514348346528,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.95}",25,0,-42.65140423298348,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
656,False,"{'a': 0.5, 'e': 0.95}",20,13,-31.89578829071377,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.95}",30,0,-57.76326237443206,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
658,False,"{'a': 0.5, 'e': 0.95}",20,0,-61.15753595416257,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
659,False,"{'a': 0.5, 'e': 0.95}",25,0,-31.303290247575536,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
660,False,"{'a': 0.5, 'e': 0.95}",25,0,-121.01804311075641,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
661,False,"{'a': 0.5, 'e': 0.95}",25,0,-152.8993996569252,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
662,False,"{'a': 0.5, 'e': 0.95}",20,0,-145.24321571530257,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
663,False,"{'a': 0.5, 'e': 0.95}",25,8,-53.82225229811666,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 1}",1
664,False,"{'a': 0.5, 'e': 0.95}",20,0,-70.78328136063885,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
665,False,"{'a': 0.5, 'e': 0.95}",20,0,1.4317999995271653,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.95}",25,9,-29.731126266440327,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.95}",20,0,-87.43690644970704,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
668,False,"{'a': 0.5, 'e': 0.95}",30,14,-91.65111919350926,"{0: 8, 1: 3, 2: 3, 3: 1, 4: 1}",1
669,False,"{'a': 0.5, 'e': 0.95}",20,12,0.4479141698088316,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.95}",30,0,-157.46351942649488,"{0: 15, 1: 3, 2: 10, 3: 1, 4: 1}",0
671,False,"{'a': 0.5, 'e': 0.95}",20,0,-156.57114141614727,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
672,False,"{'a': 0.5, 'e': 0.95}",25,11,-56.67932119961355,"{0: 6, 1: 2, 2: 6, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.95}",35,0,-194.0576958198285,"{0: 24, 1: 3, 2: 3, 3: 1, 4: 4}",0
674,False,"{'a': 0.5, 'e': 0.95}",20,0,-110.85357904737114,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
675,False,"{'a': 0.5, 'e': 0.95}",25,0,-181.84373148915068,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
676,False,"{'a': 0.5, 'e': 0.95}",20,0,-104.60874864350569,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
677,False,"{'a': 0.5, 'e': 0.95}",20,0,-95.42001625957109,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
678,False,"{'a': 0.5, 'e': 0.95}",35,0,-195.08848945842445,"{0: 19, 1: 6, 2: 6, 3: 2, 4: 2}",0
679,False,"{'a': 0.5, 'e': 0.95}",20,0,-32.22763663268814,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
680,False,"{'a': 0.5, 'e': 0.95}",20,0,-196.8091937164937,"{0: 6, 1: 3, 2: 7, 3: 2, 4: 2}",0
681,False,"{'a': 0.5, 'e': 0.95}",25,0,-105.28584057016067,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
682,False,"{'a': 0.5, 'e': 0.95}",20,0,-61.31652805672842,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
683,False,"{'a': 0.5, 'e': 0.95}",30,0,-165.8909960046469,"{0: 14, 1: 5, 2: 9, 3: 1, 4: 1}",0
684,False,"{'a': 0.5, 'e': 0.95}",20,0,-156.76633753890087,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
685,False,"{'a': 0.5, 'e': 0.95}",20,0,-127.4619309418819,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
686,False,"{'a': 0.5, 'e': 0.95}",20,0,-77.47218676403814,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
687,False,"{'a': 0.5, 'e': 0.95}",20,7,-42.39147670727783,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
688,False,"{'a': 0.5, 'e': 0.95}",30,0,-193.13379150918777,"{0: 17, 1: 4, 2: 3, 3: 4, 4: 2}",0
689,False,"{'a': 0.5, 'e': 0.95}",25,0,-63.84240553384325,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
690,False,"{'a': 0.5, 'e': 0.95}",20,0,-75.67326534800164,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
691,False,"{'a': 0.5, 'e': 0.95}",20,0,-226.74508627730864,"{0: 8, 1: 2, 2: 4, 3: 3, 4: 3}",0
692,False,"{'a': 0.5, 'e': 0.95}",20,0,-220.68903296070067,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
693,False,"{'a': 0.5, 'e': 0.95}",20,0,-218.29819196957038,"{0: 9, 1: 0, 2: 7, 3: 0, 4: 4}",0
694,False,"{'a': 0.5, 'e': 0.95}",30,0,-141.4261174555657,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
695,False,"{'a': 0.5, 'e': 0.95}",20,0,-52.74467891925258,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
696,False,"{'a': 0.5, 'e': 0.95}",20,0,-129.70300061871663,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
697,False,"{'a': 0.5, 'e': 0.95}",20,0,-163.8105892516056,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 3}",0
698,False,"{'a': 0.5, 'e': 0.95}",30,0,-180.16175603125998,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
699,False,"{'a': 0.5, 'e': 0.95}",25,0,-46.39784534123166,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
700,False,"{'a': 0.5, 'e': 0.95}",30,0,-198.22433214427335,"{0: 14, 1: 3, 2: 8, 3: 4, 4: 1}",0
701,False,"{'a': 0.5, 'e': 0.95}",25,0,-204.327078478128,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
702,False,"{'a': 0.5, 'e': 0.95}",20,0,-84.14822954757672,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
703,False,"{'a': 0.5, 'e': 0.95}",25,0,-121.06470250179689,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
704,False,"{'a': 0.5, 'e': 0.95}",20,0,-53.47676132197342,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
705,False,"{'a': 0.5, 'e': 0.95}",20,0,-60.76275240328701,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
706,False,"{'a': 0.5, 'e': 0.95}",30,0,-185.85113159933243,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
707,False,"{'a': 0.5, 'e': 0.95}",20,0,-49.58321954421575,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
708,False,"{'a': 0.5, 'e': 0.95}",20,0,-97.60294995391895,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
709,False,"{'a': 0.5, 'e': 0.95}",20,7,-8.926678464831,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.95}",30,12,-91.98150810289789,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
711,False,"{'a': 0.5, 'e': 0.95}",20,0,-85.57649590359644,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
712,False,"{'a': 0.5, 'e': 0.95}",25,0,-118.29440738333292,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
713,False,"{'a': 0.5, 'e': 0.95}",20,0,-52.724778596832486,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
714,False,"{'a': 0.5, 'e': 0.95}",25,5,-51.587781647450456,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.95}",20,0,-175.0294639911284,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
716,False,"{'a': 0.5, 'e': 0.95}",20,0,-67.92203709299365,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
717,False,"{'a': 0.5, 'e': 0.95}",25,0,-299.28153861461846,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 6}",0
718,False,"{'a': 0.5, 'e': 0.95}",20,0,-124.5133229555898,"{0: 7, 1: 5, 2: 7, 3: 0, 4: 1}",0
719,False,"{'a': 0.5, 'e': 0.95}",20,0,-137.0543740537408,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
720,False,"{'a': 0.5, 'e': 0.95}",20,13,12.093014274153202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.95}",30,0,-244.62534849548004,"{0: 18, 1: 1, 2: 4, 3: 3, 4: 4}",0
722,False,"{'a': 0.5, 'e': 0.95}",20,0,-109.53916179100264,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
723,False,"{'a': 0.5, 'e': 0.95}",20,0,-99.12313286023264,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.95}",20,0,-92.87333871572163,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
725,False,"{'a': 0.5, 'e': 0.95}",20,0,-102.07470118964338,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
726,False,"{'a': 0.5, 'e': 0.95}",30,0,-204.76705268950724,"{0: 15, 1: 4, 2: 6, 3: 3, 4: 2}",0
727,False,"{'a': 0.5, 'e': 0.95}",20,0,-42.29658836678681,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
728,False,"{'a': 0.5, 'e': 0.95}",20,0,-22.0444820107495,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
729,False,"{'a': 0.5, 'e': 0.95}",20,0,-148.21384327936082,"{0: 6, 1: 4, 2: 8, 3: 1, 4: 1}",0
730,False,"{'a': 0.5, 'e': 0.95}",20,0,-81.24663205060693,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
731,False,"{'a': 0.5, 'e': 0.95}",30,0,-210.29445796793158,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
732,False,"{'a': 0.5, 'e': 0.95}",20,0,-117.54229074236474,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",1
733,False,"{'a': 0.5, 'e': 0.95}",25,0,-86.95326437638194,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
734,False,"{'a': 0.5, 'e': 0.95}",20,0,-120.00602476229642,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
735,False,"{'a': 0.5, 'e': 0.95}",30,0,-176.41059129071883,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 4}",0
736,False,"{'a': 0.5, 'e': 0.95}",25,0,-54.45924508581007,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
737,False,"{'a': 0.5, 'e': 0.95}",20,0,3.1422527035975523,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
738,False,"{'a': 0.5, 'e': 0.95}",20,0,-65.1505403796162,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
739,False,"{'a': 0.5, 'e': 0.95}",30,8,-61.316314688009456,"{0: 18, 1: 0, 2: 1, 3: 2, 4: 1}",1
740,False,"{'a': 0.5, 'e': 0.95}",20,0,-45.39610963830894,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
741,False,"{'a': 0.5, 'e': 0.95}",25,0,-183.38001653815303,"{0: 14, 1: 0, 2: 6, 3: 3, 4: 2}",0
742,False,"{'a': 0.5, 'e': 0.95}",25,0,-66.55184148828026,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
743,False,"{'a': 0.5, 'e': 0.95}",20,0,-2.1785363332581618,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
744,False,"{'a': 0.5, 'e': 0.95}",20,0,-159.22959925876472,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
745,False,"{'a': 0.5, 'e': 0.95}",35,0,-164.21407830934768,"{0: 23, 1: 1, 2: 7, 3: 2, 4: 2}",0
746,False,"{'a': 0.5, 'e': 0.95}",25,0,-167.98679994947094,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
747,False,"{'a': 0.5, 'e': 0.95}",25,0,-57.4077551623276,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
748,False,"{'a': 0.5, 'e': 0.95}",30,0,-128.8488766368475,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
749,False,"{'a': 0.5, 'e': 0.95}",20,0,-137.65356883071397,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
750,False,"{'a': 0.5, 'e': 0.95}",30,0,-176.37910891837888,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
751,False,"{'a': 0.5, 'e': 0.95}",25,0,-208.10520143155975,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
752,False,"{'a': 0.5, 'e': 0.95}",20,0,-138.1446898639121,"{0: 8, 1: 4, 2: 5, 3: 2, 4: 1}",0
753,False,"{'a': 0.5, 'e': 0.95}",25,0,-67.18388009341716,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
754,False,"{'a': 0.5, 'e': 0.95}",25,0,-160.00494180243956,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
755,False,"{'a': 0.5, 'e': 0.95}",20,0,-169.17808572937122,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
756,False,"{'a': 0.5, 'e': 0.95}",25,0,-142.44498429861773,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
757,False,"{'a': 0.5, 'e': 0.95}",25,19,-10.977696392625184,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.95}",30,0,-192.59774621243687,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 4}",0
759,False,"{'a': 0.5, 'e': 0.95}",20,0,-88.03434056357919,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
760,False,"{'a': 0.5, 'e': 0.95}",20,0,-70.89942342625571,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
761,False,"{'a': 0.5, 'e': 0.95}",20,0,-152.92699552573794,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
762,False,"{'a': 0.5, 'e': 0.95}",25,0,-86.09400628823587,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
763,False,"{'a': 0.5, 'e': 0.95}",20,0,-83.13949398196507,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
764,False,"{'a': 0.5, 'e': 0.95}",25,0,-182.9887535577543,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
765,False,"{'a': 0.5, 'e': 0.95}",30,0,-188.6927528431676,"{0: 19, 1: 0, 2: 7, 3: 1, 4: 3}",0
766,False,"{'a': 0.5, 'e': 0.95}",20,0,-69.52056055264813,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
767,False,"{'a': 0.5, 'e': 0.95}",20,0,-122.64414116634164,"{0: 7, 1: 4, 2: 7, 3: 2, 4: 0}",0
768,False,"{'a': 0.5, 'e': 0.95}",25,0,-72.63815610843082,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
769,False,"{'a': 0.5, 'e': 0.95}",35,0,-133.78920672587128,"{0: 25, 1: 1, 2: 6, 3: 1, 4: 2}",0
770,False,"{'a': 0.5, 'e': 0.95}",30,0,-176.2414386048862,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
771,False,"{'a': 0.5, 'e': 0.95}",20,0,-71.91252269253263,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
772,False,"{'a': 0.5, 'e': 0.95}",20,0,-43.06663946841147,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
773,False,"{'a': 0.5, 'e': 0.95}",25,0,-118.68055383039285,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
774,False,"{'a': 0.5, 'e': 0.95}",25,0,-125.22757766430361,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
775,False,"{'a': 0.5, 'e': 0.95}",20,0,-79.01011005568296,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
776,False,"{'a': 0.5, 'e': 0.95}",20,0,-240.34828380476617,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 5}",0
777,False,"{'a': 0.5, 'e': 0.95}",30,0,-218.3771085898593,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 5}",0
